deck,trial,arrow_direction,cue_color,cue_meaning,resolved_valence,image_valence,image_category,image_path,fix_dur,arrow_dur,isi1_dur,cue_dur,anticip_dur,image_dur,iti_dur,event_code_arrow,event_code_cue,event_code_image
EAT_2,30,right,red,negative,negative,negative,Sad_Negative_Facial_Expressions,stimuli/pools/Negative (Organized)/Sad_Negative Facial Expressions/N184_Sad_Negative Facial Expressions.jpg,0.582,0.831,0.23,1.863,3.773,2.292,2.351,10,30,206
EAT_2,31,left,green,positive,positive,positive,Food_Drinks,stimuli/pools/Positive (Organized)/Positive (Organized)/Food_Drinks/P37_Food_Drinks.jpg,0.858,0.537,0.447,1.252,3.54,2.133,2.804,10,20,102
EAT_2,32,left,red,negative,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N126_Negative Circumstances.jpg,0.739,0.896,0.358,1.998,3.498,2.309,2.561,10,30,204
EAT_2,33,right,yellow,unknown,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P194_Recreation_Sports.jpg,0.607,0.877,0.472,1.407,2.924,2.542,2.7,10,40,107
EAT_2,34,left,yellow,unknown,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N169_Negative Objects.jpg,0.581,0.739,0.226,1.155,2.426,2.591,2.64,10,40,205
EAT_2,35,right,yellow,unknown,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N165_Negative Objects.jpg,0.796,0.803,0.245,1.94,2.187,2.496,3.18,10,40,205
EAT_2,36,right,green,positive,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P182_Positive People.jpg,0.831,0.967,0.379,1.187,2.562,2.632,2.122,10,20,106
EAT_2,37,right,yellow,unknown,negative,negative,Threatening_Animals,"stimuli/pools/Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N215_Threatening Animals (Snakes, Spiders, etc).bmp",0.942,0.724,0.299,1.565,2.591,2.897,3.398,10,40,207
EAT_2,38,left,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P87_Landscapes_Nature.jpg,0.877,0.899,0.315,1.146,2.519,2.858,3.432,10,20,103
EAT_2,39,right,yellow,unknown,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P20_Cute Animals.jpg,0.512,0.96,0.428,1.944,3.535,2.509,2.675,10,40,101
EAT_2,40,right,green,positive,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P150_People_Children.jpg,0.62,0.898,0.258,1.991,2.246,2.364,3.648,10,20,105
EAT_2,41,left,yellow,unknown,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N42_Dead People.jpg,0.693,0.957,0.483,1.276,3.438,2.144,2.026,10,40,202
EAT_2,42,left,green,positive,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P206_Recreation_Sports.jpg,0.881,0.849,0.422,1.307,2.754,2.403,3.575,10,20,107
EAT_2,43,right,red,negative,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N58_Dead People.jpg,0.922,0.539,0.356,1.365,2.619,2.804,3.542,10,30,202
EAT_2,44,right,yellow,unknown,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N77_Injury_Wounds_Blood (Gory).bmp,0.934,0.822,0.394,1.394,2.638,2.915,2.042,10,40,203
EAT_2,45,left,green,positive,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P180_Positive People.jpg,0.691,0.646,0.391,1.378,2.098,2.628,2.198,10,20,106
EAT_2,46,left,red,negative,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N19_Dead Animals.jpg,0.794,0.699,0.212,1.388,2.212,2.831,3.772,10,30,201
EAT_2,47,left,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P49_Landscapes_Nature.bmp,0.834,0.674,0.442,1.402,3.912,2.91,2.712,10,20,103
EAT_2,48,left,red,negative,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N133_Negative Circumstances.bmp,0.568,0.585,0.468,1.857,3.512,2.921,3.993,10,30,204
EAT_2,49,left,green,positive,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P126_People_Children.jpg,0.968,0.81,0.487,1.217,3.194,2.218,2.111,10,20,105
EAT_2,50,right,green,positive,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P23_Cute Animals.jpg,0.728,0.757,0.352,1.742,3.937,2.262,3.334,10,20,101
EAT_2,51,right,yellow,unknown,positive,positive,Objects_Positive,"stimuli/pools/Positive (Organized)/Positive (Organized)/Objects_Positive (Gifts, Pleasant Scenes)/P100_Objects_Positive (Gifts, Pleasant Scenes).jpg",0.841,0.649,0.285,1.363,3.768,2.994,2.522,10,40,104
EAT_2,52,right,yellow,unknown,negative,negative,Sad_Negative_Facial_Expressions,stimuli/pools/Negative (Organized)/Sad_Negative Facial Expressions/N191_Sad_Negative Facial Expressions.bmp,0.803,0.836,0.41,1.85,3.573,2.27,2.206,10,40,206
EAT_2,53,left,green,positive,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P221_Recreation_Sports.jpg,0.648,0.59,0.224,1.667,2.342,2.503,2.472,10,20,107
EAT_2,54,left,yellow,unknown,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P166_Positive People.jpg,0.974,0.88,0.425,1.405,3.528,2.584,2.459,10,40,106
EAT_2,55,right,red,negative,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N152_Negative Objects.jpg,0.513,0.925,0.203,1.363,3.371,2.496,2.659,10,30,205
EAT_2,56,right,red,negative,negative,negative,Threatening_Animals,"stimuli/pools/Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N204_Threatening Animals (Snakes, Spiders, etc).bmp",0.601,0.887,0.419,1.604,2.05,2.688,2.408,10,30,207
EAT_2,57,right,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P56_Landscapes_Nature.jpg,0.709,0.625,0.356,1.401,2.645,2.326,3.747,10,20,103
EAT_2,58,left,red,negative,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N97_Injury_Wounds_Blood (Gory).jpg,0.716,0.51,0.238,1.319,3.678,2.514,3.652,10,30,203
EAT_2,59,left,red,negative,negative,negative,Violence_Weapons,stimuli/pools/Negative (Organized)/Violence_Weapons/N220_Violence_Weapons.jpg,0.643,0.956,0.221,1.897,3.559,2.872,3.177,10,30,208
EAT_2,60,left,red,negative,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N30_Dead Animals.bmp,1.0,0.748,0.47,1.075,2.642,2.174,3.755,10,30,201
EAT_2,61,right,yellow,unknown,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N38_Dead People.jpg,0.897,0.642,0.429,1.675,2.772,2.234,2.025,10,40,202
EAT_2,62,left,green,positive,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P140_People_Children.jpg,0.826,0.763,0.201,1.9,2.001,2.744,2.537,10,20,105
EAT_2,63,right,red,negative,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N34_Dead Animals.bmp,0.626,0.744,0.266,1.769,2.031,2.58,2.968,10,30,201
EAT_2,64,left,green,positive,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P25_Cute Animals.jpg,0.691,0.922,0.261,1.013,2.66,2.287,3.997,10,20,101
EAT_2,65,left,red,negative,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N137_Negative Circumstances.jpg,0.737,0.617,0.4,1.649,2.544,2.646,3.028,10,30,204
EAT_2,66,left,red,negative,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N160_Negative Objects.jpg,0.889,0.522,0.484,1.196,2.37,2.369,3.33,10,30,205
EAT_2,67,left,yellow,unknown,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P215_Recreation_Sports.jpg,0.809,0.946,0.441,1.968,3.547,2.95,2.312,10,40,107
EAT_2,68,right,green,positive,positive,positive,Objects_Positive,"stimuli/pools/Positive (Organized)/Positive (Organized)/Objects_Positive (Gifts, Pleasant Scenes)/P101_Objects_Positive (Gifts, Pleasant Scenes).jpg",0.675,0.915,0.266,1.24,2.565,2.28,2.55,10,20,104
EAT_2,69,right,yellow,unknown,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P75_Landscapes_Nature.jpg,0.62,0.826,0.342,1.831,2.576,2.771,2.064,10,40,103
EAT_2,70,left,green,positive,positive,positive,Objects_Positive,"stimuli/pools/Positive (Organized)/Positive (Organized)/Objects_Positive (Gifts, Pleasant Scenes)/P110_Objects_Positive (Gifts, Pleasant Scenes).jpg",0.94,0.735,0.232,1.049,3.665,2.702,2.082,10,20,104
EAT_2,71,right,red,negative,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N94_Injury_Wounds_Blood (Gory).jpg,0.978,0.693,0.208,1.134,3.275,2.483,2.367,10,30,203
EAT_2,72,left,yellow,unknown,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P132_People_Children.jpg,0.875,0.7,0.424,1.374,2.366,2.071,2.741,10,40,105
EAT_2,73,left,red,negative,negative,negative,Sad_Negative_Facial_Expressions,stimuli/pools/Negative (Organized)/Sad_Negative Facial Expressions/N193_Sad_Negative Facial Expressions.jpg,0.502,0.648,0.363,1.245,2.982,2.638,2.145,10,30,206
EAT_2,74,right,yellow,unknown,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P181_Positive People.jpg,0.575,0.722,0.29,1.661,2.047,2.023,2.757,10,40,106
EAT_2,75,left,yellow,unknown,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P129_People_Children.jpg,0.634,0.522,0.391,1.354,2.155,2.232,2.155,10,40,105
EAT_2,76,right,red,negative,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N15_Dead Animals.jpg,0.918,0.649,0.268,1.331,3.324,2.248,2.602,10,30,201
EAT_2,77,left,red,negative,negative,negative,Threatening_Animals,"stimuli/pools/Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N201_Threatening Animals (Snakes, Spiders, etc).jpg",0.875,0.904,0.264,1.748,2.483,2.011,2.351,10,30,207
EAT_2,78,left,yellow,unknown,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P21_Cute Animals.jpg,0.511,0.891,0.229,1.314,2.245,2.393,3.167,10,40,101
EAT_2,79,right,yellow,unknown,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P213_Recreation_Sports.jpg,0.727,0.937,0.316,1.151,2.786,2.965,2.55,10,40,107
EAT_2,80,right,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P67_Landscapes_Nature.jpg,0.536,0.605,0.473,1.804,2.27,2.237,2.182,10,20,103
EAT_2,81,right,green,positive,positive,positive,Objects_Positive,"stimuli/pools/Positive (Organized)/Positive (Organized)/Objects_Positive (Gifts, Pleasant Scenes)/P112_Objects_Positive (Gifts, Pleasant Scenes).jpg",0.817,0.992,0.263,1.252,2.375,2.269,2.626,10,20,104
EAT_2,82,right,yellow,unknown,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P190_Positive People.jpg,0.718,0.699,0.357,1.029,3.325,2.295,2.245,10,40,106
EAT_2,83,left,green,positive,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P127_People_Children.jpg,0.956,0.912,0.367,1.658,2.069,2.117,2.089,10,20,105
EAT_2,84,right,yellow,unknown,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P29_Cute Animals.bmp,0.874,0.797,0.366,1.958,2.487,2.513,2.719,10,40,101
EAT_2,85,right,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P84_Landscapes_Nature.jpg,0.855,0.865,0.324,1.803,3.464,2.308,2.103,10,20,103
EAT_2,86,right,red,negative,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N48_Dead People.jpg,0.998,0.568,0.487,1.13,2.173,2.933,3.512,10,30,202
EAT_2,87,right,green,positive,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P204_Recreation_Sports.jpg,0.791,0.916,0.346,1.072,2.106,2.796,2.666,10,20,107
EAT_2,88,right,red,negative,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N138_Negative Circumstances.jpg,0.649,0.982,0.427,1.528,2.567,2.431,2.769,10,30,204
EAT_2,89,left,red,negative,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N99_Injury_Wounds_Blood (Gory).jpg,0.59,0.581,0.494,1.62,2.5,2.692,3.815,10,30,203
EAT_2,90,right,yellow,unknown,negative,negative,Sad_Negative_Facial_Expressions,stimuli/pools/Negative (Organized)/Sad_Negative Facial Expressions/N187_Sad_Negative Facial Expressions.jpg,0.66,0.829,0.233,1.253,3.396,2.332,3.149,10,40,206
