deck,trial,arrow_direction,cue_color,cue_meaning,resolved_valence,image_valence,image_category,image_path,fix_dur,arrow_dur,isi1_dur,cue_dur,anticip_dur,image_dur,iti_dur,event_code_arrow,event_code_cue,event_code_image
EAT_5,24,right,yellow,unknown,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P78_Landscapes_Nature.jpg,0.675,0.856,0.286,1.777,2.079,2.122,3.478,10,40,103
EAT_5,25,right,red,negative,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N114_Negative Circumstances.jpg,0.642,0.734,0.283,1.449,3.892,2.595,3.072,10,30,204
EAT_5,26,left,green,positive,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P22_Cute Animals.jpg,0.549,0.793,0.396,1.685,2.315,2.257,3.038,10,20,101
EAT_5,27,right,red,negative,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N32_Dead Animals.bmp,0.873,0.774,0.364,1.043,3.475,2.63,2.568,10,30,201
EAT_5,28,left,yellow,unknown,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N90_Injury_Wounds_Blood (Gory).jpg,0.803,0.738,0.317,1.225,2.187,2.681,3.134,10,40,203
EAT_5,29,left,red,negative,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N61_Dead People.jpg,0.719,0.553,0.409,1.123,2.662,2.914,3.577,10,30,202
EAT_5,30,left,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P83_Landscapes_Nature.jpg,0.864,0.766,0.291,1.87,2.686,2.049,2.857,10,20,103
EAT_5,31,right,green,positive,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P131_People_Children.jpg,0.75,0.961,0.454,1.518,3.98,2.876,2.281,10,20,105
EAT_5,32,right,red,negative,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N139_Negative Circumstances.jpg,0.751,0.871,0.229,1.039,3.649,2.248,3.813,10,30,204
EAT_5,33,left,green,positive,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P220_Recreation_Sports.jpg,0.66,0.667,0.439,1.106,3.074,2.526,3.391,10,20,107
EAT_5,34,left,green,positive,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P167_Positive People.jpg,0.647,0.745,0.363,1.939,3.737,2.18,3.389,10,20,106
EAT_5,35,right,yellow,unknown,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N156_Negative Objects.bmp,0.722,0.681,0.478,1.24,3.643,2.783,2.723,10,40,205
EAT_5,36,right,yellow,unknown,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P66_Landscapes_Nature.jpg,0.728,0.976,0.223,1.817,2.218,2.356,3.923,10,40,103
EAT_5,37,right,green,positive,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P3_Cute Animals.jpg,0.99,0.688,0.372,1.911,2.15,2.919,2.084,10,20,101
EAT_5,38,right,red,negative,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N87_Injury_Wounds_Blood (Gory).jpg,0.903,1.0,0.295,1.123,2.604,2.677,2.377,10,30,203
EAT_5,39,left,red,negative,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N1_Dead Animals.bmp,0.562,0.532,0.289,1.523,3.361,2.379,2.875,10,30,201
EAT_5,40,left,green,positive,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P121_People_Children.jpg,0.674,0.69,0.236,1.376,2.56,2.947,2.865,10,20,105
EAT_5,41,left,green,positive,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P205_Recreation_Sports.jpg,0.583,0.908,0.304,1.74,2.215,2.047,2.691,10,20,107
EAT_5,42,right,yellow,unknown,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N102_Injury_Wounds_Blood (Gory).jpg,0.561,0.915,0.32,1.126,3.616,2.203,2.137,10,40,203
EAT_5,43,left,yellow,unknown,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N129_Negative Circumstances.jpg,0.97,0.972,0.422,1.049,2.044,2.7,2.226,10,40,204
EAT_5,44,right,red,negative,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N62_Dead People.jpg,0.858,0.866,0.451,1.179,2.533,2.156,2.705,10,30,202
EAT_5,45,left,red,negative,negative,negative,Threatening_Animals,"stimuli/pools/Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N209_Threatening Animals (Snakes, Spiders, etc).bmp",0.781,0.684,0.416,1.79,2.776,2.8,2.762,10,30,207
EAT_5,46,left,yellow,unknown,positive,positive,Objects_Positive,"stimuli/pools/Positive (Organized)/Positive (Organized)/Objects_Positive (Gifts, Pleasant Scenes)/P111_Objects_Positive (Gifts, Pleasant Scenes).jpg",0.796,0.878,0.418,1.139,3.812,2.017,3.955,10,40,104
EAT_5,47,left,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P46_Landscapes_Nature.jpg,0.849,0.556,0.399,1.313,3.68,2.652,2.81,10,20,103
EAT_5,48,right,green,positive,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P172_Positive People.jpg,0.803,0.586,0.343,1.256,2.83,2.841,3.357,10,20,106
EAT_5,49,right,green,positive,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P147_People_Children.jpg,0.703,0.831,0.28,1.494,3.401,2.285,2.741,10,20,105
EAT_5,50,right,yellow,unknown,negative,negative,Sad_Negative_Facial_Expressions,stimuli/pools/Negative (Organized)/Sad_Negative Facial Expressions/N189_Sad_Negative Facial Expressions.jpg,0.728,0.767,0.222,1.116,3.265,2.543,2.934,10,40,206
EAT_5,51,right,red,negative,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N176_Negative Objects.jpg,0.831,0.905,0.495,1.463,2.991,2.273,3.9,10,30,205
EAT_5,52,left,yellow,unknown,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P34_Cute Animals.jpg,0.918,0.968,0.435,1.253,2.695,2.829,3.485,10,40,101
EAT_5,53,left,red,negative,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N11_Dead Animals.jpg,0.509,0.568,0.494,1.109,2.744,2.283,2.483,10,30,201
EAT_5,54,right,red,negative,negative,negative,Violence_Weapons,stimuli/pools/Negative (Organized)/Violence_Weapons/N221_Violence_Weapons.jpg,0.746,0.591,0.256,1.36,2.085,2.086,3.432,10,30,208
EAT_5,55,left,red,negative,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N96_Injury_Wounds_Blood (Gory).jpg,0.812,0.863,0.484,1.586,3.299,2.625,2.267,10,30,203
EAT_5,56,left,green,positive,positive,positive,Food_Drinks,stimuli/pools/Positive (Organized)/Positive (Organized)/Food_Drinks/P35_Food_Drinks.jpg,0.918,0.583,0.236,1.078,2.318,2.768,3.228,10,20,102
EAT_5,57,left,green,positive,positive,positive,Objects_Positive,"stimuli/pools/Positive (Organized)/Positive (Organized)/Objects_Positive (Gifts, Pleasant Scenes)/P104_Objects_Positive (Gifts, Pleasant Scenes).jpg",0.983,0.968,0.296,1.896,3.217,2.318,2.279,10,20,104
EAT_5,58,left,yellow,unknown,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N124_Negative Circumstances.jpg,0.542,0.504,0.26,1.368,3.827,2.467,2.233,10,40,204
EAT_5,59,left,red,negative,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N52_Dead People.jpg,0.822,0.818,0.406,1.307,3.944,2.222,2.611,10,30,202
EAT_5,60,left,green,positive,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P189_Positive People.jpg,0.676,0.762,0.463,1.118,3.167,2.576,2.151,10,20,106
EAT_5,61,right,yellow,unknown,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P28_Cute Animals.bmp,0.945,0.882,0.249,1.873,3.277,2.811,2.198,10,40,101
EAT_5,62,right,yellow,unknown,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P120_People_Children.jpg,0.735,0.716,0.24,1.442,3.212,2.739,3.277,10,40,105
EAT_5,63,right,red,negative,negative,negative,Threatening_Animals,"stimuli/pools/Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N216_Threatening Animals (Snakes, Spiders, etc).bmp",0.87,0.621,0.369,1.515,2.423,2.2,2.179,10,30,207
EAT_5,64,left,green,positive,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P223_Recreation_Sports.jpg,0.575,0.924,0.401,1.901,3.32,2.365,2.899,10,20,107
EAT_5,65,left,yellow,unknown,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N8_Dead Animals.jpg,0.786,0.686,0.349,1.638,2.205,2.914,2.734,10,40,201
EAT_5,66,left,yellow,unknown,positive,positive,EAT_Deck5+9,stimuli/pools/Positive (Organized)/Positive (Organized)/EAT_Deck5+9/People_051_h.jpg,0.861,0.805,0.268,1.444,2.472,2.1,2.211,10,40,0
EAT_5,67,left,yellow,unknown,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N100_Injury_Wounds_Blood (Gory).jpg,0.702,0.598,0.36,1.145,3.789,2.842,3.401,10,40,203
EAT_5,68,right,green,positive,positive,positive,EAT_Deck5+9,stimuli/pools/Positive (Organized)/Positive (Organized)/EAT_Deck5+9/Happy pose 1.jpg,0.572,0.674,0.354,1.769,3.237,2.379,3.169,10,20,0
EAT_5,69,right,red,negative,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N158_Negative Objects.jpg,0.933,0.809,0.497,1.276,2.289,2.057,2.068,10,30,205
EAT_5,70,left,red,negative,negative,negative,Sad_Negative_Facial_Expressions,stimuli/pools/Negative (Organized)/Sad_Negative Facial Expressions/N179_Sad_Negative Facial Expressions.jpg,0.837,0.699,0.373,1.68,3.759,2.985,3.25,10,30,206
EAT_5,71,left,yellow,unknown,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N119_Negative Circumstances.jpg,0.851,0.917,0.206,1.152,2.771,2.678,2.924,10,40,204
EAT_5,72,right,yellow,unknown,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N45_Dead People.jpg,0.974,0.65,0.435,1.521,3.731,2.83,3.749,10,40,202
EAT_5,73,right,yellow,unknown,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N60_Dead People.jpg,0.609,0.862,0.431,1.377,3.998,2.471,3.443,10,40,202
EAT_5,74,left,red,negative,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N98_Injury_Wounds_Blood (Gory).jpg,0.597,0.519,0.228,1.83,3.377,2.442,3.055,10,30,203
EAT_5,75,left,yellow,unknown,positive,positive,EAT_Deck5+9,stimuli/pools/Positive (Organized)/Positive (Organized)/EAT_Deck5+9/P058.bmp,0.72,0.869,0.462,1.413,2.693,2.13,2.887,10,40,0
EAT_5,76,right,yellow,unknown,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N22_Dead Animals.jpg,0.977,0.89,0.385,1.1,3.557,2.427,3.615,10,40,201
EAT_5,77,left,yellow,unknown,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N148_Negative Circumstances.jpg,0.973,0.952,0.351,1.153,2.689,2.404,2.552,10,40,204
EAT_5,78,left,red,negative,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N167_Negative Objects.jpg,0.99,0.953,0.401,1.398,3.873,2.774,3.279,10,30,205
EAT_5,79,right,red,negative,negative,negative,Threatening_Animals,"stimuli/pools/Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N212_Threatening Animals (Snakes, Spiders, etc).bmp",0.86,0.517,0.388,1.694,3.685,2.743,2.97,10,30,207
EAT_5,80,left,yellow,unknown,positive,positive,EAT_Deck5+9,stimuli/pools/Positive (Organized)/Positive (Organized)/EAT_Deck5+9/Cat 3.jpg,0.538,0.501,0.384,1.75,2.539,2.34,3.401,10,40,0
EAT_5,81,right,green,positive,positive,positive,EAT_Deck5+9,stimuli/pools/Positive (Organized)/Positive (Organized)/EAT_Deck5+9/P042.bmp,0.654,0.73,0.398,1.858,3.993,2.22,3.09,10,20,0
EAT_5,82,left,yellow,unknown,positive,positive,EAT_Deck5+9,stimuli/pools/Positive (Organized)/Positive (Organized)/EAT_Deck5+9/Landscapes_120_v.jpg,0.708,0.868,0.272,1.038,3.622,2.028,2.75,10,40,0
EAT_5,83,left,red,negative,negative,negative,Sad_Negative_Facial_Expressions,stimuli/pools/Negative (Organized)/Sad_Negative Facial Expressions/N194_Sad_Negative Facial Expressions.jpg,0.783,0.982,0.497,1.48,3.828,2.336,3.933,10,30,206
EAT_5,84,left,yellow,unknown,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N92_Injury_Wounds_Blood (Gory).jpg,0.903,0.905,0.264,1.514,2.549,2.724,3.982,10,40,203
EAT_5,85,right,red,negative,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N24_Dead Animals.jpg,0.962,0.934,0.304,1.539,3.342,2.287,3.423,10,30,201
EAT_5,86,right,green,positive,positive,positive,EAT_Deck5+9,stimuli/pools/Positive (Organized)/Positive (Organized)/EAT_Deck5+9/P064.bmp,0.553,0.589,0.435,1.637,2.152,2.482,3.482,10,20,0
EAT_5,87,right,green,positive,positive,positive,EAT_Deck5+9,stimuli/pools/Positive (Organized)/Positive (Organized)/EAT_Deck5+9/P018.bmp,0.785,0.574,0.429,1.589,2.414,2.779,2.258,10,20,0
EAT_5,88,right,red,negative,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N40_Dead People.bmp,0.612,0.592,0.411,1.604,3.717,2.704,2.736,10,30,202
EAT_5,89,right,red,negative,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N153_Negative Objects.jpg,0.85,0.9,0.409,1.508,2.954,2.789,3.721,10,30,205
EAT_5,90,left,yellow,unknown,positive,positive,EAT_Deck5+9,stimuli/pools/Positive (Organized)/Positive (Organized)/EAT_Deck5+9/P017.bmp,0.643,0.54,0.487,1.908,3.894,2.229,2.487,10,40,0
