deck,trial,arrow_direction,cue_color,cue_meaning,resolved_valence,image_valence,image_category,image_path,fix_dur,arrow_dur,isi1_dur,cue_dur,anticip_dur,image_dur,iti_dur,event_code_arrow,event_code_cue,event_code_image
EAT_4,19,left,red,negative,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N43_Dead People.jpg,0.675,0.763,0.224,1.319,3.021,2.974,2.193,10,30,202
EAT_4,20,left,yellow,unknown,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N144_Negative Circumstances.jpg,0.917,0.524,0.451,1.318,3.502,2.405,2.952,10,40,204
EAT_4,21,left,yellow,unknown,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N78_Injury_Wounds_Blood (Gory).jpg,0.594,0.791,0.218,1.332,3.954,2.923,2.656,10,40,203
EAT_4,22,right,green,positive,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P130_People_Children.jpg,0.713,0.701,0.23,1.093,3.156,2.396,3.196,10,20,105
EAT_4,23,right,yellow,unknown,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P211_Recreation_Sports.jpg,0.712,0.676,0.423,1.068,3.673,2.472,2.395,10,40,107
EAT_4,24,right,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P71_Landscapes_Nature.jpg,0.837,0.553,0.486,1.89,2.189,2.099,2.047,10,20,103
EAT_4,25,left,red,negative,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N18_Dead Animals.jpg,0.903,0.762,0.366,1.212,3.109,2.294,2.203,10,30,201
EAT_4,26,right,green,positive,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P164_Positive People.jpg,0.972,0.598,0.42,1.623,3.094,2.336,3.933,10,20,106
EAT_4,27,right,green,positive,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P6_Cute Animals.jpg,0.811,0.87,0.299,1.686,3.726,2.098,3.442,10,20,101
EAT_4,28,right,yellow,unknown,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P148_People_Children.jpg,0.578,0.877,0.354,1.96,2.284,2.847,2.489,10,40,105
EAT_4,29,right,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P74_Landscapes_Nature.jpg,0.567,0.695,0.315,1.716,2.952,2.058,3.008,10,20,103
EAT_4,30,right,yellow,unknown,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N118_Negative Circumstances.jpg,0.828,0.963,0.291,1.946,3.259,2.632,3.1,10,40,204
EAT_4,31,right,yellow,unknown,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N154_Negative Objects.jpg,0.672,0.639,0.212,1.987,2.752,2.834,2.199,10,40,205
EAT_4,32,right,green,positive,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P184_Positive People.jpg,0.653,0.581,0.299,1.607,2.732,2.665,3.504,10,20,106
EAT_4,33,right,red,negative,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N127_Negative Circumstances.jpg,0.557,0.794,0.267,1.931,3.004,2.155,3.967,10,30,204
EAT_4,34,right,yellow,unknown,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N50_Dead People.jpg,0.791,0.601,0.484,1.374,2.828,2.522,3.656,10,40,202
EAT_4,35,left,green,positive,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P218_Recreation_Sports.jpg,0.759,0.838,0.337,1.27,3.701,2.124,2.52,10,20,107
EAT_4,36,left,red,negative,negative,negative,Threatening_Animals,"stimuli/pools/Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N217_Threatening Animals (Snakes, Spiders, etc).bmp",0.556,0.634,0.304,1.839,2.504,2.968,3.504,10,30,207
EAT_4,37,right,yellow,unknown,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P155_People_Children.jpg,0.528,0.625,0.387,1.766,2.483,2.096,2.291,10,40,105
EAT_4,38,right,red,negative,negative,negative,Threatening_Animals,"stimuli/pools/Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N208_Threatening Animals (Snakes, Spiders, etc).bmp",0.545,0.578,0.351,1.834,3.703,2.804,3.564,10,30,207
EAT_4,39,right,green,positive,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P185_Positive People.jpg,0.522,0.874,0.374,1.308,2.641,2.327,2.692,10,20,106
EAT_4,40,right,red,negative,negative,negative,Sad_Negative_Facial_Expressions,stimuli/pools/Negative (Organized)/Sad_Negative Facial Expressions/N190_Sad_Negative Facial Expressions.jpg,0.555,0.618,0.325,1.815,3.823,2.094,2.08,10,30,206
EAT_4,41,right,yellow,unknown,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P11_Cute Animals.jpg,0.923,0.592,0.29,1.216,3.603,2.395,3.412,10,40,101
EAT_4,42,left,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P85_Landscapes_Nature.jpg,0.538,0.945,0.253,1.017,2.641,2.523,3.542,10,20,103
EAT_4,43,left,red,negative,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N95_Injury_Wounds_Blood (Gory).jpg,0.594,0.758,0.456,1.557,3.625,2.148,2.07,10,30,203
EAT_4,44,left,green,positive,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P160_People_Children.jpg,0.941,0.785,0.375,1.977,3.87,2.221,3.891,10,20,105
EAT_4,45,right,red,negative,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N33_Dead Animals.bmp,0.565,0.942,0.377,1.63,2.119,2.066,2.722,10,30,201
EAT_4,46,right,green,positive,positive,positive,Food_Drinks,stimuli/pools/Positive (Organized)/Positive (Organized)/Food_Drinks/P40_Food_Drinks.jpg,0.699,0.756,0.389,1.767,2.922,2.904,3.048,10,20,102
EAT_4,47,right,red,negative,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N110_Negative Circumstances.jpg,0.576,0.507,0.291,1.16,2.254,2.141,3.221,10,30,204
EAT_4,48,left,red,negative,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N175_Negative Objects.jpg,0.74,0.893,0.468,1.615,3.275,2.063,2.306,10,30,205
EAT_4,49,left,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P55_Landscapes_Nature.jpg,0.843,0.655,0.269,1.956,3.615,2.956,2.707,10,20,103
EAT_4,50,left,yellow,unknown,positive,positive,Objects_Positive,"stimuli/pools/Positive (Organized)/Positive (Organized)/Objects_Positive (Gifts, Pleasant Scenes)/P103_Objects_Positive (Gifts, Pleasant Scenes).jpg",0.864,0.677,0.426,1.985,2.482,2.295,3.458,10,40,104
EAT_4,51,left,green,positive,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P199_Recreation_Sports.jpg,0.945,0.583,0.446,1.022,3.136,2.878,3.766,10,20,107
EAT_4,52,left,yellow,unknown,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N46_Dead People.jpg,0.979,0.96,0.279,1.022,3.245,2.142,2.609,10,40,202
EAT_4,53,left,green,positive,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P187_Positive People.jpg,0.704,0.646,0.276,1.646,3.487,2.431,3.334,10,20,106
EAT_4,54,left,red,negative,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N81_Injury_Wounds_Blood (Gory).bmp,0.981,0.554,0.46,1.604,2.816,2.274,3.26,10,30,203
EAT_4,55,left,yellow,unknown,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P4_Cute Animals.jpg,0.903,0.865,0.496,1.877,2.403,2.782,2.691,10,40,101
EAT_4,56,left,yellow,unknown,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P52_Landscapes_Nature.jpg,0.627,0.622,0.288,1.408,2.619,2.594,2.522,10,40,103
EAT_4,57,left,green,positive,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P143_People_Children.jpg,0.626,0.901,0.436,1.116,3.384,2.234,2.175,10,20,105
EAT_4,58,right,yellow,unknown,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P219_Recreation_Sports.jpg,0.943,0.862,0.431,1.446,2.709,2.586,2.108,10,40,107
EAT_4,59,right,green,positive,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P186_Positive People.jpg,0.716,0.83,0.24,1.859,2.009,2.156,2.781,10,20,106
EAT_4,60,right,yellow,unknown,negative,negative,Threatening_Animals,"stimuli/pools/Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N199_Threatening Animals (Snakes, Spiders, etc).jpg",0.928,0.729,0.414,1.061,2.172,2.372,3.322,10,40,207
EAT_4,61,left,green,positive,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P2_Cute Animals.jpg,0.973,0.707,0.33,1.81,3.533,2.864,3.388,10,20,101
EAT_4,62,left,green,positive,positive,positive,Objects_Positive,"stimuli/pools/Positive (Organized)/Positive (Organized)/Objects_Positive (Gifts, Pleasant Scenes)/P116_Objects_Positive (Gifts, Pleasant Scenes).jpg",0.624,0.702,0.422,1.779,3.351,2.868,2.462,10,20,104
EAT_4,63,right,red,negative,negative,negative,Sad_Negative_Facial_Expressions,stimuli/pools/Negative (Organized)/Sad_Negative Facial Expressions/N188_Sad_Negative Facial Expressions.jpg,0.72,0.955,0.234,1.379,2.986,2.334,2.803,10,30,206
EAT_4,64,left,yellow,unknown,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N29_Dead Animals.bmp,0.738,0.752,0.409,1.952,3.769,2.0,2.84,10,40,201
EAT_4,65,left,yellow,unknown,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N136_Negative Circumstances.jpg,0.577,0.872,0.372,1.678,3.248,2.202,3.57,10,40,204
EAT_4,66,right,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P93_Landscapes_Nature.jpg,0.906,0.55,0.288,1.22,2.044,2.547,3.397,10,20,103
EAT_4,67,left,red,negative,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N172_Negative Objects.jpg,0.56,0.642,0.406,1.572,3.59,2.617,2.743,10,30,205
EAT_4,68,left,yellow,unknown,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P125_People_Children.jpg,0.885,0.963,0.411,1.039,3.475,2.387,2.984,10,40,105
EAT_4,69,left,red,negative,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N69_Injury_Wounds_Blood (Gory).jpg,0.785,0.71,0.299,1.729,2.49,2.643,3.122,10,30,203
EAT_4,70,left,yellow,unknown,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N47_Dead People.jpg,0.63,0.868,0.3,1.283,3.929,2.254,3.546,10,40,202
EAT_4,71,right,yellow,unknown,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P33_Cute Animals.bmp,0.872,0.797,0.277,1.611,2.974,2.525,2.083,10,40,101
EAT_4,72,left,red,negative,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N3_Dead Animals.jpg,0.823,0.566,0.446,1.441,2.6,2.852,3.614,10,30,201
EAT_4,73,right,yellow,unknown,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P212_Recreation_Sports.jpg,0.682,0.826,0.251,1.141,3.623,2.559,3.057,10,40,107
EAT_4,74,right,yellow,unknown,negative,negative,Threatening_Animals,"stimuli/pools/Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N207_Threatening Animals (Snakes, Spiders, etc).bmp",0.555,0.503,0.354,1.252,3.621,2.99,3.675,10,40,207
EAT_4,75,right,green,positive,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P163_Positive People.jpg,0.903,0.885,0.406,1.525,2.303,2.96,3.877,10,20,106
EAT_4,76,left,yellow,unknown,negative,negative,Sad_Negative_Facial_Expressions,stimuli/pools/Negative (Organized)/Sad_Negative Facial Expressions/N178_Sad_Negative Facial Expressions.jpg,0.789,0.788,0.44,1.9,2.583,2.369,3.843,10,40,206
EAT_4,77,left,red,negative,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N131_Negative Circumstances.jpg,0.512,0.796,0.413,1.089,3.319,2.805,2.759,10,30,204
EAT_4,78,left,red,negative,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N72_Injury_Wounds_Blood (Gory).jpg,0.719,0.635,0.397,1.047,3.039,2.978,3.464,10,30,203
EAT_4,79,left,yellow,unknown,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P69_Landscapes_Nature.jpg,0.901,0.797,0.454,1.24,3.819,2.183,2.369,10,40,103
EAT_4,80,right,red,negative,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N177B_Negative Objects.jpg,0.613,0.769,0.221,1.85,2.711,2.399,3.746,10,30,205
EAT_4,81,left,green,positive,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P197_Recreation_Sports.jpg,0.815,0.519,0.48,1.082,3.589,2.194,2.16,10,20,107
EAT_4,82,left,green,positive,positive,positive,Objects_Positive,"stimuli/pools/Positive (Organized)/Positive (Organized)/Objects_Positive (Gifts, Pleasant Scenes)/P107_Objects_Positive (Gifts, Pleasant Scenes).jpg",0.754,0.699,0.268,1.768,2.302,2.887,3.287,10,20,104
EAT_4,83,right,red,negative,negative,negative,Violence_Weapons,stimuli/pools/Negative (Organized)/Violence_Weapons/N222_Violence_Weapons.jpg,0.519,0.991,0.409,1.932,3.863,2.011,2.594,10,30,208
EAT_4,84,right,green,positive,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P128_People_Children.jpg,0.698,0.703,0.44,1.428,2.811,2.257,3.364,10,20,105
EAT_4,85,left,green,positive,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P10_Cute Animals.jpg,0.751,0.777,0.479,1.85,3.194,2.656,2.661,10,20,101
EAT_4,86,right,yellow,unknown,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P63_Landscapes_Nature.jpg,0.947,0.735,0.397,1.67,2.501,2.757,2.177,10,40,103
EAT_4,87,left,yellow,unknown,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N86_Injury_Wounds_Blood (Gory).jpg,0.707,0.778,0.461,1.784,2.707,2.514,2.39,10,40,203
EAT_4,88,right,red,negative,negative,negative,Sad_Negative_Facial_Expressions,stimuli/pools/Negative (Organized)/Sad_Negative Facial Expressions/N185_Sad_Negative Facial Expressions.jpg,0.642,0.739,0.316,1.661,3.893,2.321,2.928,10,30,206
EAT_4,89,left,red,negative,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N163_Negative Objects.jpg,0.733,0.911,0.391,1.175,2.39,2.367,3.654,10,30,205
EAT_4,90,right,red,negative,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N9_Dead Animals.jpg,0.876,0.746,0.233,1.599,2.84,2.575,3.099,10,30,201
