deck,trial,arrow_direction,cue_color,cue_meaning,resolved_valence,image_valence,image_category,image_path,fix_dur,arrow_dur,isi1_dur,cue_dur,anticip_dur,image_dur,iti_dur,event_code_arrow,event_code_cue,event_code_image
EAT_1,14,right,red,negative,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N76_Injury_Wounds_Blood (Gory).jpg,0.51,0.702,0.24,1.278,3.08,2.208,2.001,10,30,203
EAT_1,15,left,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P60_Landscapes_Nature.jpg,0.785,0.595,0.446,1.364,2.058,2.326,2.281,10,20,103
EAT_1,16,left,green,positive,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P14_Cute Animals.jpg,0.674,0.631,0.449,1.933,3.485,2.058,2.408,10,20,101
EAT_1,17,left,red,negative,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N166_Negative Objects.jpg,0.887,0.692,0.232,1.639,3.693,2.442,2.579,10,30,205
EAT_1,18,right,yellow,unknown,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P133_People_Children.jpg,0.602,0.569,0.316,1.655,3.703,2.755,2.349,10,40,105
EAT_1,19,right,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P50_Landscapes_Nature.jpg,0.772,0.791,0.393,1.068,2.983,2.13,2.088,10,20,103
EAT_1,20,right,yellow,unknown,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N56_Dead People.jpg,0.735,0.664,0.299,1.182,2.889,2.453,2.222,10,40,202
EAT_1,21,right,green,positive,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P202_Recreation_Sports.jpg,0.847,0.634,0.234,1.168,3.922,2.874,3.907,10,20,107
EAT_1,22,right,red,negative,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N145_Negative Circumstances.jpg,0.652,0.568,0.429,1.311,3.95,2.143,2.086,10,30,204
EAT_1,23,right,green,positive,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P214_Recreation_Sports.jpg,0.905,0.765,0.404,1.289,2.903,2.836,2.266,10,20,107
EAT_1,24,left,green,positive,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P170_Positive People.jpg,0.853,0.988,0.312,1.527,2.585,2.904,3.072,10,20,106
EAT_1,25,left,yellow,unknown,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P26_Cute Animals.jpg,0.526,0.999,0.355,1.624,2.318,2.674,3.415,10,40,101
EAT_1,26,left,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P88_Landscapes_Nature.jpg,0.528,0.972,0.283,1.35,2.788,2.82,2.851,10,20,103
EAT_1,27,left,yellow,unknown,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N4_Dead Animals.jpg,0.843,0.508,0.305,1.488,2.106,2.509,2.446,10,40,201
EAT_1,28,right,red,negative,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N6_Dead Animals.jpg,0.653,0.591,0.347,1.765,3.301,2.34,2.114,10,30,201
EAT_1,29,left,yellow,unknown,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P156_People_Children.jpg,0.651,0.619,0.423,1.689,2.197,2.149,3.792,10,40,105
EAT_1,30,right,red,negative,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N103_Injury_Wounds_Blood (Gory).jpg,0.761,0.66,0.26,1.0,3.073,2.057,2.026,10,30,203
EAT_1,31,left,yellow,unknown,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P195_Recreation_Sports.jpg,0.719,0.902,0.288,1.623,3.956,2.654,2.782,10,40,107
EAT_1,32,left,green,positive,positive,positive,Food_Drinks,stimuli/pools/Positive (Organized)/Positive (Organized)/Food_Drinks/P38_Food_Drinks.jpg,0.98,0.96,0.247,1.291,3.424,2.727,3.107,10,20,102
EAT_1,33,left,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P51_Landscapes_Nature.jpg,0.651,0.98,0.315,1.073,3.197,2.652,2.092,10,20,103
EAT_1,34,left,yellow,unknown,negative,negative,Threatening_Animals,"stimuli/pools/Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N214_Threatening Animals (Snakes, Spiders, etc).bmp",0.851,0.878,0.309,1.488,3.938,2.234,3.026,10,40,207
EAT_1,35,right,green,positive,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P171_Positive People.jpg,0.647,0.547,0.248,1.943,2.707,2.952,3.441,10,20,106
EAT_1,36,left,yellow,unknown,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P80_Landscapes_Nature.jpg,0.583,0.857,0.226,1.621,2.227,2.456,3.69,10,40,103
EAT_1,37,right,green,positive,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P8_Cute Animals.jpg,0.656,0.696,0.291,1.313,3.139,2.066,2.857,10,20,101
EAT_1,38,right,red,negative,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N164_Negative Objects.jpg,0.723,0.581,0.298,1.179,3.403,2.728,2.934,10,30,205
EAT_1,39,left,green,positive,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P149_People_Children.jpg,0.988,0.52,0.456,1.938,3.431,2.027,3.731,10,20,105
EAT_1,40,right,yellow,unknown,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P193_Recreation_Sports.jpg,0.582,0.54,0.314,1.586,3.194,2.882,3.987,10,40,107
EAT_1,41,left,yellow,unknown,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P173_Positive People.jpg,0.711,0.946,0.381,1.944,3.333,2.376,2.752,10,40,106
EAT_1,42,right,red,negative,negative,negative,Sad_Negative_Facial_Expressions,stimuli/pools/Negative (Organized)/Sad_Negative Facial Expressions/N186_Sad_Negative Facial Expressions.jpg,0.586,0.994,0.338,1.843,2.003,2.545,3.771,10,30,206
EAT_1,43,left,green,positive,positive,positive,Objects_Positive,"stimuli/pools/Positive (Organized)/Positive (Organized)/Objects_Positive (Gifts, Pleasant Scenes)/P105_Objects_Positive (Gifts, Pleasant Scenes).jpg",0.947,0.838,0.27,1.431,2.477,2.122,2.689,10,20,104
EAT_1,44,left,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P57_Landscapes_Nature.jpg,0.528,0.672,0.442,1.332,2.695,2.101,3.72,10,20,103
EAT_1,45,left,yellow,unknown,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N51_Dead People.jpg,0.703,0.502,0.358,1.712,2.687,2.892,2.536,10,40,202
EAT_1,46,right,red,negative,negative,negative,Violence_Weapons,stimuli/pools/Negative (Organized)/Violence_Weapons/N219_Violence_Weapons.jpg,0.586,0.997,0.43,1.422,3.037,2.654,3.52,10,30,208
EAT_1,47,left,green,positive,positive,positive,Objects_Positive,"stimuli/pools/Positive (Organized)/Positive (Organized)/Objects_Positive (Gifts, Pleasant Scenes)/P99_Objects_Positive (Gifts, Pleasant Scenes).jpg",0.671,0.514,0.228,1.67,2.86,2.008,3.077,10,20,104
EAT_1,48,left,yellow,unknown,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N150_Negative Circumstances.jpg,0.519,0.62,0.355,1.831,3.724,2.892,2.989,10,40,204
EAT_1,49,left,red,negative,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N53_Dead People.jpg,0.837,0.737,0.35,1.642,3.232,2.368,3.412,10,30,202
EAT_1,50,right,yellow,unknown,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N7_Dead Animals.jpg,0.521,0.894,0.233,1.92,3.372,2.697,3.587,10,40,201
EAT_1,51,left,green,positive,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P136_People_Children.bmp,0.832,0.737,0.433,1.102,3.395,2.216,3.951,10,20,105
EAT_1,52,left,green,positive,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P158_People_Children.jpg,0.817,0.994,0.22,1.127,2.183,2.699,2.705,10,20,105
EAT_1,53,left,yellow,unknown,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P32_Cute Animals.jpg,0.514,0.931,0.303,1.433,2.715,2.701,2.249,10,40,101
EAT_1,54,left,yellow,unknown,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N65_Injury_Wounds_Blood (Gory).bmp,0.732,0.9,0.333,1.184,3.241,2.809,2.475,10,40,203
EAT_1,55,right,red,negative,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N168_Negative Objects.jpg,0.927,0.955,0.466,1.147,3.438,2.748,2.669,10,30,205
EAT_1,56,right,yellow,unknown,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P200_Recreation_Sports.jpg,0.922,0.628,0.262,1.189,3.944,2.959,2.354,10,40,107
EAT_1,57,left,yellow,unknown,negative,negative,Threatening_Animals,"stimuli/pools/Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N203_Threatening Animals (Snakes, Spiders, etc).jpg",0.808,0.876,0.34,1.84,3.319,2.698,3.003,10,40,207
EAT_1,58,left,yellow,unknown,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P91_Landscapes_Nature.jpg,0.97,0.571,0.442,1.838,3.249,2.459,2.74,10,40,103
EAT_1,59,right,red,negative,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N174_Negative Objects.jpg,0.89,0.931,0.432,1.89,3.719,2.355,2.201,10,30,205
EAT_1,60,right,green,positive,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P165_Positive People.jpg,0.638,0.91,0.223,1.845,3.407,2.365,2.899,10,20,106
EAT_1,61,right,red,negative,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N109_Negative Circumstances.jpg,0.699,0.913,0.215,1.009,3.175,2.235,3.306,10,30,204
EAT_1,62,right,red,negative,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N91_Injury_Wounds_Blood (Gory).jpg,0.861,0.501,0.255,1.754,2.904,2.113,2.013,10,30,203
EAT_1,63,left,yellow,unknown,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P18_Cute Animals.jpg,0.533,0.661,0.368,1.943,3.0,2.437,2.997,10,40,101
EAT_1,64,left,yellow,unknown,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N57_Dead People.jpg,0.689,0.526,0.352,1.389,2.087,2.01,3.589,10,40,202
EAT_1,65,right,red,negative,negative,negative,Sad_Negative_Facial_Expressions,stimuli/pools/Negative (Organized)/Sad_Negative Facial Expressions/N196_Sad_Negative Facial Expressions.jpg,0.919,0.846,0.306,1.449,3.215,2.873,3.239,10,30,206
EAT_1,66,left,green,positive,positive,positive,Objects_Positive,"stimuli/pools/Positive (Organized)/Positive (Organized)/Objects_Positive (Gifts, Pleasant Scenes)/P114_Objects_Positive (Gifts, Pleasant Scenes).jpg",0.804,0.767,0.331,1.417,3.556,2.507,3.401,10,20,104
EAT_1,67,right,yellow,unknown,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P157_People_Children.jpg,0.716,0.888,0.279,1.95,3.264,2.695,3.018,10,40,105
EAT_1,68,left,green,positive,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P5_Cute Animals.jpg,0.823,0.502,0.486,1.052,2.828,2.28,3.149,10,20,101
EAT_1,69,right,red,negative,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N82_Injury_Wounds_Blood (Gory).jpg,0.635,0.789,0.201,1.448,3.119,2.425,2.883,10,30,203
EAT_1,70,right,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P79_Landscapes_Nature.jpg,0.626,0.713,0.214,1.945,2.227,2.471,2.511,10,20,103
EAT_1,71,right,red,negative,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N28_Dead Animals.bmp,0.89,0.623,0.246,1.86,3.403,2.646,2.491,10,30,201
EAT_1,72,right,yellow,unknown,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P201_Recreation_Sports.jpg,0.829,0.681,0.439,1.601,2.126,2.388,2.372,10,40,107
EAT_1,73,right,yellow,unknown,negative,negative,Sad_Negative_Facial_Expressions,stimuli/pools/Negative (Organized)/Sad_Negative Facial Expressions/N197_Sad_Negative Facial Expressions.jpg,0.991,0.774,0.209,1.486,3.875,2.605,3.599,10,40,206
EAT_1,74,right,yellow,unknown,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P179_Positive People.jpg,0.753,0.591,0.229,1.086,2.198,2.43,2.208,10,40,106
EAT_1,75,right,red,negative,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N125_Negative Circumstances.jpg,0.625,0.825,0.27,1.526,3.605,2.846,2.021,10,30,204
EAT_1,76,right,green,positive,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P159_People_Children.jpg,0.596,0.732,0.41,1.513,3.48,2.993,2.791,10,20,105
EAT_1,77,left,green,positive,positive,positive,Objects_Positive,"stimuli/pools/Positive (Organized)/Positive (Organized)/Objects_Positive (Gifts, Pleasant Scenes)/P98_Objects_Positive (Gifts, Pleasant Scenes).jpg",0.956,0.665,0.285,1.506,2.265,2.566,3.302,10,20,104
EAT_1,78,left,red,negative,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N155_Negative Objects.jpg,0.982,0.858,0.227,1.652,3.998,2.147,2.005,10,30,205
EAT_1,79,left,red,negative,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N108_Negative Circumstances.jpg,0.734,0.985,0.473,1.492,2.622,2.527,3.2,10,30,204
EAT_1,80,right,red,negative,negative,negative,Threatening_Animals,"stimuli/pools/Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N210_Threatening Animals (Snakes, Spiders, etc).bmp",0.833,0.871,0.349,1.538,2.373,2.165,2.354,10,30,207
EAT_1,81,right,green,positive,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P27_Cute Animals.jpg,0.786,0.548,0.396,1.273,2.286,2.82,3.586,10,20,101
EAT_1,82,right,red,negative,negative,negative,Threatening_Animals,"stimuli/pools/Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N213_Threatening Animals (Snakes, Spiders, etc).bmp",0.534,0.987,0.393,1.057,2.916,2.279,2.074,10,30,207
EAT_1,83,left,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P61_Landscapes_Nature.jpg,0.923,0.96,0.411,1.885,2.022,2.537,3.874,10,20,103
EAT_1,84,left,yellow,unknown,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N67_Injury_Wounds_Blood (Gory).jpg,0.761,0.839,0.291,1.555,3.666,2.068,2.056,10,40,203
EAT_1,85,right,red,negative,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N49_Dead People.jpg,0.759,0.709,0.414,1.815,2.258,2.152,3.399,10,30,202
EAT_1,86,right,red,negative,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N17_Dead Animals.jpg,0.643,0.749,0.442,1.52,3.726,2.478,3.926,10,30,201
EAT_1,87,left,green,positive,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P217_Recreation_Sports.jpg,0.603,0.849,0.309,1.404,2.001,2.032,2.903,10,20,107
EAT_1,88,right,green,positive,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P169_Positive People.jpg,0.69,0.751,0.46,1.438,2.125,2.818,2.595,10,20,106
EAT_1,89,right,yellow,unknown,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P151_People_Children.jpg,0.516,0.977,0.495,1.034,3.359,2.424,2.336,10,40,105
EAT_1,90,left,yellow,unknown,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P15_Cute Animals.jpg,0.511,0.872,0.46,1.977,2.157,2.644,2.882,10,40,101
