deck,trial,arrow_direction,cue_color,cue_meaning,resolved_valence,image_valence,image_category,image_path,fix_dur,arrow_dur,isi1_dur,cue_dur,anticip_dur,image_dur,iti_dur,event_code_arrow,event_code_cue,event_code_image
EAT_3,56,left,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P68_Landscapes_Nature.jpg,0.814,0.989,0.274,1.403,2.68,2.291,2.438,10,20,103
EAT_3,57,right,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P53_Landscapes_Nature.jpg,0.928,0.671,0.386,1.632,2.909,2.138,2.986,10,20,103
EAT_3,58,right,yellow,unknown,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P208_Recreation_Sports.jpg,0.611,0.578,0.494,1.647,3.426,2.623,2.911,10,40,107
EAT_3,59,left,red,negative,negative,negative,Sad_Negative_Facial_Expressions,stimuli/pools/Negative (Organized)/Sad_Negative Facial Expressions/N183_Sad_Negative Facial Expressions.jpg,0.698,0.853,0.478,1.237,2.1,2.007,2.037,10,30,206
EAT_3,60,left,green,positive,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P177_Positive People.jpg,0.529,0.503,0.202,1.106,2.174,2.101,3.095,10,20,106
EAT_3,61,right,green,positive,positive,positive,Objects_Positive,"stimuli/pools/Positive (Organized)/Positive (Organized)/Objects_Positive (Gifts, Pleasant Scenes)/P115_Objects_Positive (Gifts, Pleasant Scenes).jpg",0.678,0.767,0.303,1.329,2.088,2.494,3.264,10,20,104
EAT_3,62,right,red,negative,negative,negative,Threatening_Animals,"stimuli/pools/Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N205_Threatening Animals (Snakes, Spiders, etc).bmp",0.869,0.887,0.254,1.73,3.707,2.615,3.659,10,30,207
EAT_3,63,left,yellow,unknown,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N142_Negative Circumstances.jpg,0.812,0.825,0.431,1.065,2.773,2.766,2.727,10,40,204
EAT_3,64,right,yellow,unknown,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P123_People_Children.jpg,0.893,0.811,0.319,1.188,2.263,2.183,3.41,10,40,105
EAT_3,65,right,yellow,unknown,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P134_People_Children.jpg,0.538,0.508,0.304,1.256,2.561,2.86,3.343,10,40,105
EAT_3,66,left,green,positive,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P12_Cute Animals.jpg,0.797,0.964,0.367,1.127,2.446,2.685,2.669,10,20,101
EAT_3,67,right,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P45_Landscapes_Nature.jpg,0.582,0.708,0.426,1.398,3.856,2.06,2.864,10,20,103
EAT_3,68,left,yellow,unknown,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P196_Recreation_Sports.jpg,0.817,0.981,0.489,1.195,3.271,2.648,2.844,10,40,107
EAT_3,69,left,red,negative,negative,negative,Violence_Weapons,stimuli/pools/Negative (Organized)/Violence_Weapons/N223_Violence_Weapons.jpg,0.65,0.655,0.477,1.667,3.697,2.812,3.62,10,30,208
EAT_3,70,right,red,negative,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N39_Dead People.jpg,0.593,0.505,0.334,1.193,2.177,2.088,2.94,10,30,202
EAT_3,71,right,green,positive,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P174_Positive People.jpg,0.935,0.948,0.424,1.322,2.167,2.851,2.043,10,20,106
EAT_3,72,left,red,negative,negative,negative,Threatening_Animals,"stimuli/pools/Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N200_Threatening Animals (Snakes, Spiders, etc).jpg",0.88,0.537,0.313,1.752,3.808,2.884,3.015,10,30,207
EAT_3,73,right,green,positive,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P119_People_Children.jpg,0.849,0.702,0.205,1.105,2.882,2.954,2.299,10,20,105
EAT_3,74,left,red,negative,negative,negative,Dead_People,stimuli/pools/Negative (Organized)/Dead People/N63_Dead People.jpg,0.731,0.913,0.486,1.386,3.48,2.77,2.758,10,30,202
EAT_3,75,right,red,negative,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N143_Negative Circumstances.jpg,0.515,0.625,0.255,1.855,3.583,2.555,2.767,10,30,204
EAT_3,76,left,yellow,unknown,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N31_Dead Animals.bmp,0.634,0.628,0.265,1.374,3.819,2.698,3.75,10,40,201
EAT_3,77,left,red,negative,negative,negative,Injury_Wounds_Blood,stimuli/pools/Negative (Organized)/Injury_Wounds_Blood (Gory)/N93_Injury_Wounds_Blood (Gory).jpg,0.665,0.793,0.357,1.864,2.586,2.723,2.116,10,30,203
EAT_3,78,left,red,negative,negative,negative,Negative_Circumstances,stimuli/pools/Negative (Organized)/Negative Circumstances/N141_Negative Circumstances.jpg,0.987,0.832,0.331,1.071,2.66,2.262,3.81,10,30,204
EAT_3,79,left,yellow,unknown,negative,negative,Negative_Objects,stimuli/pools/Negative (Organized)/Negative Objects/N162_Negative Objects.jpg,0.989,0.626,0.219,1.787,3.868,2.934,3.098,10,40,205
EAT_3,80,right,green,positive,positive,positive,Objects_Positive,"stimuli/pools/Positive (Organized)/Positive (Organized)/Objects_Positive (Gifts, Pleasant Scenes)/P106_Objects_Positive (Gifts, Pleasant Scenes).jpg",0.584,0.921,0.328,1.275,3.014,2.443,3.789,10,20,104
EAT_3,81,right,green,positive,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P48_Landscapes_Nature.bmp,0.554,0.63,0.269,1.504,2.753,2.001,3.005,10,20,103
EAT_3,82,left,green,positive,positive,positive,Cute_Animals,stimuli/pools/Positive (Organized)/Positive (Organized)/Cute Animals/P9_Cute Animals.jpg,0.717,0.636,0.344,1.683,2.534,2.819,2.964,10,20,101
EAT_3,83,right,yellow,unknown,negative,negative,Sad_Negative_Facial_Expressions,stimuli/pools/Negative (Organized)/Sad_Negative Facial Expressions/N182_Sad_Negative Facial Expressions.jpg,0.794,0.543,0.343,1.337,2.285,2.288,2.096,10,40,206
EAT_3,84,left,red,negative,negative,negative,Threatening_Animals,"stimuli/pools/Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N218_Threatening Animals (Snakes, Spiders, etc).bmp",0.575,0.903,0.371,1.666,3.132,2.06,3.767,10,30,207
EAT_3,85,left,yellow,unknown,positive,positive,Recreation_Sports,stimuli/pools/Positive (Organized)/Positive (Organized)/Recreation_Sports/P216_Recreation_Sports.jpg,0.831,0.575,0.238,1.581,3.212,2.697,2.77,10,40,107
EAT_3,86,right,green,positive,positive,positive,Positive_People,stimuli/pools/Positive (Organized)/Positive (Organized)/Positive People/P175_Positive People.jpg,0.969,0.748,0.271,1.661,2.615,2.489,3.315,10,20,106
EAT_3,87,right,yellow,unknown,positive,positive,People_Children,stimuli/pools/Positive (Organized)/Positive (Organized)/People_Children/P137_People_Children.bmp,0.748,0.577,0.228,1.712,3.204,2.304,2.375,10,40,105
EAT_3,88,right,yellow,unknown,positive,positive,Objects_Positive,"stimuli/pools/Positive (Organized)/Positive (Organized)/Objects_Positive (Gifts, Pleasant Scenes)/P108_Objects_Positive (Gifts, Pleasant Scenes).jpg",0.849,0.679,0.305,1.664,3.688,2.774,3.745,10,40,104
EAT_3,89,left,yellow,unknown,positive,positive,Landscapes_Nature,stimuli/pools/Positive (Organized)/Positive (Organized)/Landscapes_Nature/P76_Landscapes_Nature.jpg,0.87,0.851,0.25,1.487,2.716,2.909,3.658,10,40,103
EAT_3,90,right,red,negative,negative,negative,Dead_Animals,stimuli/pools/Negative (Organized)/Dead Animals/N21_Dead Animals.jpg,0.513,0.703,0.45,1.834,2.248,2.099,2.617,10,30,201
