filename,relative_path,valence,category,subcategory
N86_Injury_Wounds_Blood (Gory).jpg,Negative (Organized)/Injury_Wounds_Blood (Gory)/N86_Injury_Wounds_Blood (Gory).jpg,negative,Injury_Wounds_Blood,
N87_Injury_Wounds_Blood (Gory).jpg,Negative (Organized)/Injury_Wounds_Blood (Gory)/N87_Injury_Wounds_Blood (Gory).jpg,negative,Injury_Wounds_Blood,
N88_Injury_Wounds_Blood (Gory).jpg,Negative (Organized)/Injury_Wounds_Blood (Gory)/N88_Injury_Wounds_Blood (Gory).jpg,negative,Injury_Wounds_Blood,
N89_Injury_Wounds_Blood (Gory).jpg,Negative (Organized)/Injury_Wounds_Blood (Gory)/N89_Injury_Wounds_Blood (Gory).jpg,negative,Injury_Wounds_Blood,
N90_Injury_Wounds_Blood (Gory).jpg,Negative (Organized)/Injury_Wounds_Blood (Gory)/N90_Injury_Wounds_Blood (Gory).jpg,negative,Injury_Wounds_Blood,
N91_Injury_Wounds_Blood (Gory).jpg,Negative (Organized)/Injury_Wounds_Blood (Gory)/N91_Injury_Wounds_Blood (Gory).jpg,negative,Injury_Wounds_Blood,
N92_Injury_Wounds_Blood (Gory).jpg,Negative (Organized)/Injury_Wounds_Blood (Gory)/N92_Injury_Wounds_Blood (Gory).jpg,negative,Injury_Wounds_Blood,
N93_Injury_Wounds_Blood (Gory).jpg,Negative (Organized)/Injury_Wounds_Blood (Gory)/N93_Injury_Wounds_Blood (Gory).jpg,negative,Injury_Wounds_Blood,
N94_Injury_Wounds_Blood (Gory).jpg,Negative (Organized)/Injury_Wounds_Blood (Gory)/N94_Injury_Wounds_Blood (Gory).jpg,negative,Injury_Wounds_Blood,
N95_Injury_Wounds_Blood (Gory).jpg,Negative (Organized)/Injury_Wounds_Blood (Gory)/N95_Injury_Wounds_Blood (Gory).jpg,negative,Injury_Wounds_Blood,
N96_Injury_Wounds_Blood (Gory).jpg,Negative (Organized)/Injury_Wounds_Blood (Gory)/N96_Injury_Wounds_Blood (Gory).jpg,negative,Injury_Wounds_Blood,
N97_Injury_Wounds_Blood (Gory).jpg,Negative (Organized)/Injury_Wounds_Blood (Gory)/N97_Injury_Wounds_Blood (Gory).jpg,negative,Injury_Wounds_Blood,
N98_Injury_Wounds_Blood (Gory).jpg,Negative (Organized)/Injury_Wounds_Blood (Gory)/N98_Injury_Wounds_Blood (Gory).jpg,negative,Injury_Wounds_Blood,
N99_Injury_Wounds_Blood (Gory).jpg,Negative (Organized)/Injury_Wounds_Blood (Gory)/N99_Injury_Wounds_Blood (Gory).jpg,negative,Injury_Wounds_Blood,
N107_Negative Circumstances.bmp,Negative (Organized)/Negative Circumstances/N107_Negative Circumstances.bmp,negative,Negative_Circumstances,
N108_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N108_Negative Circumstances.jpg,negative,Negative_Circumstances,
N109_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N109_Negative Circumstances.jpg,negative,Negative_Circumstances,
N110_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N110_Negative Circumstances.jpg,negative,Negative_Circumstances,
N111_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N111_Negative Circumstances.jpg,negative,Negative_Circumstances,
N112_Negative Circumstances.bmp,Negative (Organized)/Negative Circumstances/N112_Negative Circumstances.bmp,negative,Negative_Circumstances,
N113_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N113_Negative Circumstances.jpg,negative,Negative_Circumstances,
N114_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N114_Negative Circumstances.jpg,negative,Negative_Circumstances,
N115_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N115_Negative Circumstances.jpg,negative,Negative_Circumstances,
N116_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N116_Negative Circumstances.jpg,negative,Negative_Circumstances,
N117_Negative Circumstances.bmp,Negative (Organized)/Negative Circumstances/N117_Negative Circumstances.bmp,negative,Negative_Circumstances,
N118_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N118_Negative Circumstances.jpg,negative,Negative_Circumstances,
N119_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N119_Negative Circumstances.jpg,negative,Negative_Circumstances,
N120_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N120_Negative Circumstances.jpg,negative,Negative_Circumstances,
N121_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N121_Negative Circumstances.jpg,negative,Negative_Circumstances,
N122_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N122_Negative Circumstances.jpg,negative,Negative_Circumstances,
N123_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N123_Negative Circumstances.jpg,negative,Negative_Circumstances,
N124_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N124_Negative Circumstances.jpg,negative,Negative_Circumstances,
N125_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N125_Negative Circumstances.jpg,negative,Negative_Circumstances,
N126_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N126_Negative Circumstances.jpg,negative,Negative_Circumstances,
N127_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N127_Negative Circumstances.jpg,negative,Negative_Circumstances,
N128_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N128_Negative Circumstances.jpg,negative,Negative_Circumstances,
N129_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N129_Negative Circumstances.jpg,negative,Negative_Circumstances,
N130_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N130_Negative Circumstances.jpg,negative,Negative_Circumstances,
N131_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N131_Negative Circumstances.jpg,negative,Negative_Circumstances,
N132_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N132_Negative Circumstances.jpg,negative,Negative_Circumstances,
N133_Negative Circumstances.bmp,Negative (Organized)/Negative Circumstances/N133_Negative Circumstances.bmp,negative,Negative_Circumstances,
N134_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N134_Negative Circumstances.jpg,negative,Negative_Circumstances,
N135_Negative Circumstances.bmp,Negative (Organized)/Negative Circumstances/N135_Negative Circumstances.bmp,negative,Negative_Circumstances,
N136_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N136_Negative Circumstances.jpg,negative,Negative_Circumstances,
N137_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N137_Negative Circumstances.jpg,negative,Negative_Circumstances,
N138_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N138_Negative Circumstances.jpg,negative,Negative_Circumstances,
N139_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N139_Negative Circumstances.jpg,negative,Negative_Circumstances,
N140_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N140_Negative Circumstances.jpg,negative,Negative_Circumstances,
N141_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N141_Negative Circumstances.jpg,negative,Negative_Circumstances,
N142_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N142_Negative Circumstances.jpg,negative,Negative_Circumstances,
N143_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N143_Negative Circumstances.jpg,negative,Negative_Circumstances,
N144_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N144_Negative Circumstances.jpg,negative,Negative_Circumstances,
N145_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N145_Negative Circumstances.jpg,negative,Negative_Circumstances,
N146_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N146_Negative Circumstances.jpg,negative,Negative_Circumstances,
N147_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N147_Negative Circumstances.jpg,negative,Negative_Circumstances,
N148_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N148_Negative Circumstances.jpg,negative,Negative_Circumstances,
N149_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N149_Negative Circumstances.jpg,negative,Negative_Circumstances,
N150_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N150_Negative Circumstances.jpg,negative,Negative_Circumstances,
N151_Negative Circumstances.jpg,Negative (Organized)/Negative Circumstances/N151_Negative Circumstances.jpg,negative,Negative_Circumstances,
N152_Negative Objects.jpg,Negative (Organized)/Negative Objects/N152_Negative Objects.jpg,negative,Negative_Objects,
N153_Negative Objects.jpg,Negative (Organized)/Negative Objects/N153_Negative Objects.jpg,negative,Negative_Objects,
N154_Negative Objects.jpg,Negative (Organized)/Negative Objects/N154_Negative Objects.jpg,negative,Negative_Objects,
N155_Negative Objects.jpg,Negative (Organized)/Negative Objects/N155_Negative Objects.jpg,negative,Negative_Objects,
N156_Negative Objects.bmp,Negative (Organized)/Negative Objects/N156_Negative Objects.bmp,negative,Negative_Objects,
N157_Negative Objects.bmp,Negative (Organized)/Negative Objects/N157_Negative Objects.bmp,negative,Negative_Objects,
N158_Negative Objects.jpg,Negative (Organized)/Negative Objects/N158_Negative Objects.jpg,negative,Negative_Objects,
N159_Negative Objects.jpg,Negative (Organized)/Negative Objects/N159_Negative Objects.jpg,negative,Negative_Objects,
N160_Negative Objects.jpg,Negative (Organized)/Negative Objects/N160_Negative Objects.jpg,negative,Negative_Objects,
N161_Negative Objects.jpg,Negative (Organized)/Negative Objects/N161_Negative Objects.jpg,negative,Negative_Objects,
N162_Negative Objects.jpg,Negative (Organized)/Negative Objects/N162_Negative Objects.jpg,negative,Negative_Objects,
N163_Negative Objects.jpg,Negative (Organized)/Negative Objects/N163_Negative Objects.jpg,negative,Negative_Objects,
N164_Negative Objects.jpg,Negative (Organized)/Negative Objects/N164_Negative Objects.jpg,negative,Negative_Objects,
N165_Negative Objects.jpg,Negative (Organized)/Negative Objects/N165_Negative Objects.jpg,negative,Negative_Objects,
N166_Negative Objects.jpg,Negative (Organized)/Negative Objects/N166_Negative Objects.jpg,negative,Negative_Objects,
N167_Negative Objects.jpg,Negative (Organized)/Negative Objects/N167_Negative Objects.jpg,negative,Negative_Objects,
N168_Negative Objects.jpg,Negative (Organized)/Negative Objects/N168_Negative Objects.jpg,negative,Negative_Objects,
N169_Negative Objects.jpg,Negative (Organized)/Negative Objects/N169_Negative Objects.jpg,negative,Negative_Objects,
N170_Negative Objects.jpg,Negative (Organized)/Negative Objects/N170_Negative Objects.jpg,negative,Negative_Objects,
N171_Negative Objects.jpg,Negative (Organized)/Negative Objects/N171_Negative Objects.jpg,negative,Negative_Objects,
N172_Negative Objects.jpg,Negative (Organized)/Negative Objects/N172_Negative Objects.jpg,negative,Negative_Objects,
N173_Negative Objects.jpg,Negative (Organized)/Negative Objects/N173_Negative Objects.jpg,negative,Negative_Objects,
N174_Negative Objects.jpg,Negative (Organized)/Negative Objects/N174_Negative Objects.jpg,negative,Negative_Objects,
N175_Negative Objects.jpg,Negative (Organized)/Negative Objects/N175_Negative Objects.jpg,negative,Negative_Objects,
N176_Negative Objects.jpg,Negative (Organized)/Negative Objects/N176_Negative Objects.jpg,negative,Negative_Objects,
N177B_Negative Objects.jpg,Negative (Organized)/Negative Objects/N177B_Negative Objects.jpg,negative,Negative_Objects,
N177_Negative Objects.jpg,Negative (Organized)/Negative Objects/N177_Negative Objects.jpg,negative,Negative_Objects,
N178_Sad_Negative Facial Expressions.jpg,Negative (Organized)/Sad_Negative Facial Expressions/N178_Sad_Negative Facial Expressions.jpg,negative,Sad_Negative_Facial_Expressions,
N179_Sad_Negative Facial Expressions.jpg,Negative (Organized)/Sad_Negative Facial Expressions/N179_Sad_Negative Facial Expressions.jpg,negative,Sad_Negative_Facial_Expressions,
N180_Sad_Negative Facial Expressions.jpg,Negative (Organized)/Sad_Negative Facial Expressions/N180_Sad_Negative Facial Expressions.jpg,negative,Sad_Negative_Facial_Expressions,
N181_Sad_Negative Facial Expressions.bmp,Negative (Organized)/Sad_Negative Facial Expressions/N181_Sad_Negative Facial Expressions.bmp,negative,Sad_Negative_Facial_Expressions,
N182_Sad_Negative Facial Expressions.jpg,Negative (Organized)/Sad_Negative Facial Expressions/N182_Sad_Negative Facial Expressions.jpg,negative,Sad_Negative_Facial_Expressions,
N183_Sad_Negative Facial Expressions.jpg,Negative (Organized)/Sad_Negative Facial Expressions/N183_Sad_Negative Facial Expressions.jpg,negative,Sad_Negative_Facial_Expressions,
N184_Sad_Negative Facial Expressions.jpg,Negative (Organized)/Sad_Negative Facial Expressions/N184_Sad_Negative Facial Expressions.jpg,negative,Sad_Negative_Facial_Expressions,
N185_Sad_Negative Facial Expressions.jpg,Negative (Organized)/Sad_Negative Facial Expressions/N185_Sad_Negative Facial Expressions.jpg,negative,Sad_Negative_Facial_Expressions,
N186_Sad_Negative Facial Expressions.jpg,Negative (Organized)/Sad_Negative Facial Expressions/N186_Sad_Negative Facial Expressions.jpg,negative,Sad_Negative_Facial_Expressions,
N187_Sad_Negative Facial Expressions.jpg,Negative (Organized)/Sad_Negative Facial Expressions/N187_Sad_Negative Facial Expressions.jpg,negative,Sad_Negative_Facial_Expressions,
N188_Sad_Negative Facial Expressions.jpg,Negative (Organized)/Sad_Negative Facial Expressions/N188_Sad_Negative Facial Expressions.jpg,negative,Sad_Negative_Facial_Expressions,
N189_Sad_Negative Facial Expressions.jpg,Negative (Organized)/Sad_Negative Facial Expressions/N189_Sad_Negative Facial Expressions.jpg,negative,Sad_Negative_Facial_Expressions,
N190_Sad_Negative Facial Expressions.jpg,Negative (Organized)/Sad_Negative Facial Expressions/N190_Sad_Negative Facial Expressions.jpg,negative,Sad_Negative_Facial_Expressions,
N191_Sad_Negative Facial Expressions.bmp,Negative (Organized)/Sad_Negative Facial Expressions/N191_Sad_Negative Facial Expressions.bmp,negative,Sad_Negative_Facial_Expressions,
N192_Sad_Negative Facial Expressions.jpg,Negative (Organized)/Sad_Negative Facial Expressions/N192_Sad_Negative Facial Expressions.jpg,negative,Sad_Negative_Facial_Expressions,
N193_Sad_Negative Facial Expressions.jpg,Negative (Organized)/Sad_Negative Facial Expressions/N193_Sad_Negative Facial Expressions.jpg,negative,Sad_Negative_Facial_Expressions,
N194_Sad_Negative Facial Expressions.jpg,Negative (Organized)/Sad_Negative Facial Expressions/N194_Sad_Negative Facial Expressions.jpg,negative,Sad_Negative_Facial_Expressions,
N195_Sad_Negative Facial Expressions.jpg,Negative (Organized)/Sad_Negative Facial Expressions/N195_Sad_Negative Facial Expressions.jpg,negative,Sad_Negative_Facial_Expressions,
N196_Sad_Negative Facial Expressions.jpg,Negative (Organized)/Sad_Negative Facial Expressions/N196_Sad_Negative Facial Expressions.jpg,negative,Sad_Negative_Facial_Expressions,
N197_Sad_Negative Facial Expressions.jpg,Negative (Organized)/Sad_Negative Facial Expressions/N197_Sad_Negative Facial Expressions.jpg,negative,Sad_Negative_Facial_Expressions,
"N198_Threatening Animals (Snakes, Spiders, etc).jpg","Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N198_Threatening Animals (Snakes, Spiders, etc).jpg",negative,Threatening_Animals,N198_Threatening_Animals.jpg
"N199_Threatening Animals (Snakes, Spiders, etc).jpg","Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N199_Threatening Animals (Snakes, Spiders, etc).jpg",negative,Threatening_Animals,N199_Threatening_Animals.jpg
"N200_Threatening Animals (Snakes, Spiders, etc).jpg","Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N200_Threatening Animals (Snakes, Spiders, etc).jpg",negative,Threatening_Animals,N200_Threatening_Animals.jpg
"N201_Threatening Animals (Snakes, Spiders, etc).jpg","Negative (Organized)/Threatening Animals (Snakes, Spiders, etc)/N201_Threatening Animals (Snakes, Spiders, etc).jpg",negative,Threatening_Animals,N201_Threatening_Animals.jpg
